4,20535E+12;A. C. DE MELO MESQUITA;SOBRAL MADEIRAS;Av. José HermÍrio de Moraes, 700;;Padre Ibiapina;62023120;SOBRAL;88 36115678;;"sobralmadeiras@hotmail.com;";;Antonio Carlos de Melo Mesquita;0 à 150000;Sim;Nao;12;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- fabricação de portas, estofados - madeiras
07172798000106;A. M. NOGUEIRA BEZERRA;JOANA OZETE DE MAIA;Fazenda Joana Ozete Maia, S/N;;Zona Rural;63480000;JAGUARETAMA;88 35761191;88 35761191;"fjulianp@hotmail.com;";;Allan Michel Nogueira Bezerra;0 à 150000;Nao;Nao;5;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- caibros - Linhas - ripas
7,32122E+12;AGUIAR E AGUIAR COMÉRCIO E INDÚSTRIA;VASSOURAS ALVORADA;R. Rodrigues Junior, 83;;Centro;60060000;FORTALEZA;85 32311204;;"jaysonaguiar@hotmail.com;";;Jeyson Viana Aguiar;0 à 150000;Nao;Nao;9;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- rodos de madeira - vassouras de nylon - vassouras de piaçava
8,48898E+12;ALVORADA INDÚSTRIA E COMÉRCIO DE VASSOURAS E ARTIGOS PLÁSTICOS;ALVORADA;Estrada do Fio, S/N;;Coaçu;61760000;EUSEBIO;85 32533584;;;;Jaison Aguiar;0 à 150000;Nao;Nao;9;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- artigos para vassouras
7,23201E+13;ANTONIO RENATO DUARTE DE MOURA ME;MADEIREIRAS SÃO JOSÉ;Av. Sao Vicente de Paula, 459;;Parque Araxá;61652690;CAUCAIA;85 34712739;85 32948264;"serrariassj@hotmail.com;";www.madeireirasaojose.com;Antonio Renato Duarte de Moura;1500001 à 3000000;Nao;Nao;35;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- forramentos - janelas - portas
7,20938E+12;ARIOMICIO OLIVEIRA SANTOS - ME;CAPITAL MÓVEIS;R. Emílio de Menezes, 730 A;;Bom Sucesso;60541420;FORTALEZA;85 34840341;;"arycapitalmoveis@hotmail.com;";;Ariomicio Oliveira Santos;0 à 150000;Nao;Nao;2;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- artefatos de madeira
7,9637E+12;ARNALDO E SAMPAIO LTDA - ME;MADEREIRA BOA VIAGEM;R. Padre Pedro Vitorino, 186;;Centro;63870000;BOA VIAGEM;88 34271760;;;;Maria Júlia de Oliveira Sampaio;0 à 150000;Nao;Nao;15;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- outras obras de madeira
6,34657E+13;BRASIL COMÉRCIO MADEIRAS;BRASIL COMÉRCIO MADEIRAS;Av. Coronel Carvalho, 1751;;Barra do Ceará;60330778;FORTALEZA;85 32822038;;"madbrasilcomercial@hotmail.com;";;Francisco José;0 à 150000;Nao;Nao;15;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- janelas, portas e carrocerias de madeira
07649585000114;BRASIL MADEIRA COMÉRCIO E REPRESENTAÇÃO;BRASIL MADEIRA;Av. Francisco Sá, 7883;Próximo ao Clube do Sargento;Barra do Ceará;60310003;FORTALEZA;85 34852855;85 34853581;"bm@brasilmadeira.com.br;";www.brasilmadeira.com.br;Sérgio;0 à 150000;Nao;Nao;30;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- carrocerias em madeira - folhas de madeira de cedro - portas
1,03563E+13;C & T FABRICAÇÃO DE MÓVEIS LTDA;ACC BOX;R. Cícero Rodrigues de Moura, 237;;Jardim Bandeirantes;61934270;MARACANAU;85 32972617;;"cetcompras@hotmail.com;";;Antônio Claudio;0 à 150000;Nao;Nao;15;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- fabricação de caixas de madeira para cama box
3,85522E+12;C J C MAGALHÃES MÓVEIS E GRANITOS - ME;;Av. Monsenhor Tabosa, 1832;;Coqueiro;62500000;ITAPIPOCA;88 36316216;;;;Carlos José Cunha Magalhães;0 à 150000;Nao;Nao;30;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- artefatos de madeira para mesa ou cozinha
7,40454E+12;CACILDO RIBEIRO DE ALMEIDA;SERRARIA NOSSA SENHORA DE FÁTIMA;R. Dom Manuel, 280;;Centro;62800000;ARACATI;88 34211018;;;;Cacildo Ribeiro de Almeida;0 à 150000;Nao;Nao;30;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- carrocerias de madeira - janelas - portas
6,82722E+12;CARMAL INDÚSTRIA E COMÉRCIO DE MADEIRAS LTDA;CARMAL MADEIRAS;R. Newton Craveiro, 850;;Cambeba;60883020;FORTALEZA;85 34741676;;"carmal@carmal.com.br;";www.carmal.com.br;José Agostinho Carneiro de Alcântara;1500001 à 3000000;Nao;Nao;48;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- madeiras serrada - madeirite - portas, janelas
23481633000164;CELSO LOURENCO DE ARRUDA FILHO - ME;CELSO LOURENÇO;R. Odilon Felix, 1195;;Dr. José Simões;62930000;LIMOEIRO DO NORTE;88 34231497;;;;Celso Lourenco de Arruda Filho;1500001 à 3000000;Nao;Nao;5;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- esquadria de madeira - lajes - postes
3,52468E+13;COMERCIAL DE MADEIRAS JUREMA LTDA;MADEIREIRA JUREMA;Av. Dom Almeida Lustosa, 1874;;Jurema;61645000;CAUCAIA;85 32371515;;"madjurema@veloxmail.com;";;Gilson Saraiva;0 à 150000;Nao;Nao;16;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- janelas, portas e carrocerias de madeira - janelas,janelas de sacada,caixilhos,etc.de madeira - madeira compensada c/fls<=6mm,face de madeira n/conifer
01494812000101;COMERCIAL KOPAL ARTIGOS DE ÉPOCAS LTDA;KOPAL;R. Noeme Dias Ibiapina, 480;;Junco;62030320;SOBRAL;88 36141449;;"com.kopal@bol.com.br;";;Francisco José Arruda Carneiro;0 à 150000;Sim;Sim;10;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- chapéu de palha
1,03891E+13;COMERCIO DE MADEIRAS DO NORTE LTDA;MADENORTE;R. Alberto Magno, 59;;Montese;60425000;FORTALEZA;85 34945018;;"madenortemontese@hotmail.com;";;Francisco Abelardo;0 à 150000;Nao;Nao;8;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- massaranduba serrada - muiracatiara serrada - portas e janelas
1,26795E+13;CRISTOVÃO PEIXOTO DE HOLANDA FILHO;IARQUE ARTESANATO;R. 10, 48 Loteamento Nova Fortaleza;;Jangurussu;60868836;FORTALEZA;85 88852908;;;;Cristovão Peixoto de Holanda Filho;0 à 150000;Nao;Nao;1;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- jogos educativos em madeira
6,22113E+12;EDSON CAPACHOS INDÚSTRIA E COMÉRCIO LTDA - ME;EDSON CAPACHOS;R. Ricardo de Araujo Braga, 61;;Jardim das Oliveiras;60821290;FORTALEZA;85 32797840;;"edsonfariascont@hotmail.com;";;José Edson de Farias;0 à 150000;Nao;Nao;2;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- fabricação de capachos - personalização de capachos em vinil
4,53292E+12;ELINUCI DE CASTRO PEREIRA - ME;MADEREIRA PORTAL DA AMAZÔNIA;R. Antonio Ferreira, 200;;Castelão;60743640;FORTALEZA;85 32329081;;"robis@hotmail.com;";;Elinuci de Castro Pereira e Silvania Martins;0 à 150000;Nao;Nao;7;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- esquadrias de madeira - lajes - postes
2,92042E+12;ELIZEU PEREIRA DA SILVA - ME;;R. Maciel Luz, 061;;Jardim Jatobá;61901410;MARACANAU;85 34981538;;;;Elizeu Pereira da Silva;0 à 150000;Nao;Nao;30;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- artefatos de madeira para mesa ou cozinha
1,28795E+13;ESTENIVALDO MOITA LOPES;;R. João Rodolfo Pessoa, 1482;;Conjunto Planalto;62320000;TIANGUA;85 92689514;;;;Estenivaldo Moita Lopes;0 à 150000;Nao;Nao;2;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- compensado - madeiras - mdf
1,18151E+13;F ALVES PINHEIRO - ME;MADEREIRA ESTILO;R. Costa Freire, 1436;;Vila Peri;60730135;FORTALEZA;85 32921430;;"madereiraestilo@hotmail.com;";;Francisco Alves Pinheiro;0 à 150000;Nao;Nao;4;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- portas - forramento - janelas
3,17891E+12;F J DA COSTA SOUSA - ME;MADEIREIRA ITAITUBA;R. Alvares Cabral, 1223;;Serrinha;60740200;FORTALEZA;85 32523002;;"mano_2708@hotmail.com;";;Francisco José da Costa Sousa;0 à 150000;Nao;Nao;3;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- janelas - birô, cadeiras para professor, cadeiras escolares - fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais
06129847000157;F. D. DE OLIVEIRA SALES - ME;PORTO DA MADEIRA;Av. Manoel Mavignier, 5621;;Lagoa Redonda;60835025;FORTALEZA;85 32701524;;"portodamadeira@bol.com.nr;";;Francisca Djarina de Oliveira Sales;0 à 150000;Nao;Nao;2;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- madeira densificada em blocos, pranchas, laminas, perfis - móveis de madeira - esquadrias
12280425000180;FABIANO RIBEIRO PETRONILIO;OFICINA ENCANTADA KID;R. Verbena, 158;;Bom Sucesso;60545350;FORTALEZA;85;;;;Fabiano Ribeiro Petronilio;0 à 150000;Nao;Nao;3;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- fabricação de artefatos diversos de madeira
1,23016E+13;FRANCISCO DAS CHAGAS RODRIGUES DA SILVA;;R. Azevedo Bolao, 2339;;Parquelândia;60455160;FORTALEZA;85 86498587;;;;Francisco das Chagas Rodrigues da Silva;0 à 150000;Nao;Nao;1;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- fabricação de artefatos diversos de madeira - gaiola para passarinho
7,79727E+12;FRANCISCO DE MEDEIROS NETO - ME;SERRARIA MEDEIROS;Av. Oscar Araripe, 3520;;Bom Jardim;60540440;FORTALEZA;85 34973744;85 34973744;;;Francisco de Medeiros Neto;0 à 150000;Nao;Nao;10;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- caibros - Linhas - ripas
4,14617E+13;FRANCISCO ERBENILDO VIDAL - ME;MARCENARIA O SEU ESTILO;R. Vicente Siebra, 2119;;Coqueiro;62500000;ITAPIPOCA;88 36311498;;"contato@marcenariaoseuestilo.com.br;";www.marcenariaoseuestilo.com.br;Francisco Erbenildo Vidal;0 à 150000;Nao;Nao;6;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- janelas - portas
4,1545E+13;FRANCISCO ROBERTO ALVINO DE SOUZA ME;ARTQUADROS;Av. Carlos Cruz, 1702;;Franciscanos;63010420;JUAZEIRO DO NORTE;88 35117405;;"art_quadros@veloxmail.com.br;";;Francisco Roberto Alvino de Souza;0 à 150000;Nao;Nao;49;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- Molduras de madeira para quadros, fotografias e espelhos...
12254876000143;FRANCISCO SOARES DE OLIVEIRA - ME;CARPINTARIA SAO FRANCISCO;Av. Ailton Gomes, 1239;;Franciscanos;63000000;JUAZEIRO DO NORTE;88 35115266;;"zezitocontabilidade@hotmail.com;";;Francisco Soares de Oliveira;0 à 150000;Nao;Nao;1;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- fabricação de artigos de carpintaria
6,03496E+12;GEISA DE MENESES DO VALE - ME;DEPÓSITO AMAZÔNIA;Estrada do São Pedro, 360;;Loteamento Dipaga;62680000;PARACURU;85 33441944;;;;Geisa de Meneses do Vale;0 à 150000;Nao;Nao;2;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- Construção - madeira
6,33988E+13;GERARDO AIRES CARNEIRO FILHO ME;CARNEIRO BRINQUEDOS;Rodovia CE 040 Km 16;;Parque Brisa das Praias;61700000;AQUIRAZ;85 33612371;;"carneirobrinque@hotmail.com;";;Gerardo Aires Carneiro Filho;0 à 150000;Nao;Nao;10;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- Campo de futebol e madeira maçaranduba - Ferro e eucalipto - Mesas para ping pong,sinucas e toto...
05579896000129;GLAUTER ALESSIO QUARIGUASY PEREIRA VERAS FILHO - ME;CENTER QUÍMICA;Av. Bernardo Manoel, 8099;;Serrinha;60741600;FORTALEZA;85 32327373;;"centerquimic@uol.com.br;";;Glauter Alessio Quariguasy Pereira Veras;0 à 150000;Nao;Nao;30;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- pinceis e escovas para artistas, para produtos cosméticos, etc
10956596000151;J K INDÚSTRIA E COMÉRCIO DE MADEIRA LTDA - ME;J K INDÚSTRIA;Av. Maestro Lisboa, 1550;;José de Alencar;60830185;FORTALEZA;85 34984444;;;;Francisco Jonathan Lima da Silva;0 à 150000;Nao;Nao;3;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- fabricações de móveis - madeiras
7,62748E+12;J. L. TORQUATO NETO - ME;ECOBIO;Rodovia Municipal Raimundo do Carmo Arruda, 104;;Pedrinhas;(Vazio);SOBRAL;88 36132021;;"plasticos@ecobio.ind.br;";;José Laliman Torquato Neto;0 à 150000;Nao;Nao;3;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- grão, material para chapeus de palha
08487835000120;JOÃO BATISTA DE FREITAS SOUSA;MADEIRE PAIS E FILHOS;R. Manoel Cunha, 1512;;Pontal;62920000;QUIXERE;88 92282042;;"m_paiefilhos@hotmail.com;";;João Batista de Freitas Sousa;0 à 150000;Nao;Nao;1;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- linhas, caibros, ripas
03704393000102;JOSÉ DE ARIMATEIA DIMAS CASEMIRO - ME;BOXSPRESS;Travessa José Gomes de Moura, 41;;Centro;60040021;FORTALEZA;85 99531447;;"dea.vendas@gmail.com;";;José de Arimatéia Dimas Casimiro;0 à 150000;Nao;Nao;5;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- portão - portas e janelas
3,70644E+12;JOSÉ LAERTE GOMES JUNIOR - EPP;TOLAÇO;R. Farmacêutico Nenen Borges , 477;;Centro;63660000;TAUA;88 34371235;;"laerte-junior@hotmail.com;";;Laerte Gomes Junior;0 à 150000;Nao;Nao;10;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- madeira e artefatos - materiais de construção em geral
7,15319E+12;L C AMARO;L C AMARO;R. Dr. Rufino de Alencar, 159;;Centro;60060620;FORTALEZA;85 32310575;;"claudioamaro@live.com;";;Livio Correia Amaro;0 à 150000;Nao;Nao;10;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- arcos de madeira, estacas fendidas, etc. de coniferas - material fibra de vidro
00981268000313;L R COMÉRCIO DE MADEIRAS LTDA;COMERCIAL ESCALA;Via Principal;;Distrito Industrial;61900000;MARACANAU;85 32164944;85 32290894;;;Francisco Aloisio da Cunha;0 à 150000;Nao;Nao;1;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- madeiras, ferragens
07603883000173;LEO PALLETS INDÚSTRIA E COMÉRCIO DE PALLETS LTDA;LEO PALLETS;Rodovia CE 060, S/N, Km 31;;Mata Fresca;61890970;GUAIUBA;85 32915234;;"leo.forpa@gmail.com;";;Leonardo Banhos Pinheiro;0 à 150000;Nao;Nao;25;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- paletes simples
9,60563E+11;M. S. S. CARNEIRO E CIA LTDA - ME;CASA DOS CHAPÉUS;R. da Alegria, 1200;;Dom Expedito;62050235;SOBRAL;88 36115204;;"brunoregis@hotmail.com;";;Bruno Régis Ximenes Carneiro;0 à 150000;Nao;Nao;17;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- chapéus e outros artefs. entrançados, etc. de palha fina - chapeus em palha fina
07194699000117;MADAREIRA SANTA LUZIA;SERRARIA SANTA LUZIA;Av. Padre Cícero, S/N, Km 03;;Muriti;63132000;CRATO;88 35210595;;"cerraria.luzia@gmail.com;";;Gilberto Alves Pereira;0 à 150000;Nao;Nao;14;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- outras madeiras em bruto
9,52799E+12;MADEIRAS GOMEZ LTDA;MADEIRAS GOMEZ;R. Dom Joaquim de Melo, 120;;Rodolfo Teófilo;60430660;FORTALEZA;85 32435900;85 32436163;"patricia_madeirasgomez@hotmail.com;";;Francisca Gomez;0 à 150000;Nao;Nao;6;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- madeira densificada em blocos - madeiras compensadas - madeiras folheadas ou estratificadas
1,13715E+13;MADEIREIRA ESQUADRO LTDA - EPP;MADEIREIRA ESQUADRO;Av. Jornalista Thomaz Celho, 2280;;Barroso;60863254;FORTALEZA;85 32694040;85 32694040;"esquadro@mhmadeiras.com.br;";;Rafael Guizardi;3000001 à 6000000;Nao;Nao;25;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- madeiras para construção civil - massaranduba, tapumes, taipas
11669686000124;MADEIREIRA JOÃO PESSOA LTDA;MADEIREIRA JOÃO PESSOA;Av. Joao Pessoa, 5455;;Damas;60435481;FORTALEZA;85 32253733;;"madeireirajpessoa@hotmail.com;";;Carlos Fernandes Maria Madalena;0 à 150000;Nao;Nao;17;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- compensados - madeira - portas
1,06093E+13;MADEIREIRA MADETOP LTDA - ME;MADETOP;R. Zildenia, 1308;Loteamento Planalto Eusébio;Guaribas;61760000;EUSEBIO;85 32769009;;"madereiratailandia@hotmail.com;";;Marcos Antonio Castelar;0 à 150000;Nao;Nao;6;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- matérias primas em madeira
7,80567E+12;MADEREIRA ITAIPU LTDA;MADEREIRA ITAIPU;R. Germano Franck , 935;;Parangaba;60740020;FORTALEZA;85 40060437;;"mad.itaipu@hotmail.com;";;Fenelon Pinheiro;1500001 à 3000000;Nao;Nao;30;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- armações de madeira para concreto - armações e cabos de madeira, de ferramentas, escovas, etc - artefatos de madeira para mesa ou cozinha
63457717000187;MADEREIRA REAL TRANSPORTE LTDA;MADEREIRA REAL;Av. Maestro Lisboa 397;;José de Alencar;60832400;FORTALEZA;85 32292607;;"madeireirarealtransportes@hotmail.com;";;Francisco Afonso Ximenes do Prado;0 à 150000;Nao;Nao;13;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- Caibos - forramentos - Linhas e ripas
2,37346E+13;MADEREIRA RIO BRANCO LTDA.;;Av. Dr. Raul Barbosa, 1100;;São João do Tauape;60120420;FORTALEZA;85 99813470;;;www.mrb.riobranco@uol.com.br;Carlos Fernando Campelo;0 à 150000;Nao;Nao;0;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- artigos de iluminação - madeira e artefatos
2,34641E+13;MADEREIRA SANTOS DUMONT LTDA;MADEREIRA SANTOS DUMONT;Av. Santos Dumont, 4091;;Aldeota;60150162;FORTALEZA;85 32675744;;"vendas@madeireirasantosdumont.com.br;";;Antonio Dias;0 à 150000;Nao;Nao;15;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- artefatos de madeira,para mesa ou cozinha - outras fechaduras e ferrolhos,de metais comuns
73584245000187;MADRESSILVA IMPORTAÇÃO INDÚSTRIA E COMÉRCIO DE MÓVEIS LTDA;MADRESSILVA MÓVEIS;Rodovia BR 402 S/N - Km 14, 1;;Baixo do Meio;62560000;MARCO;88 36641336;;"gerencia@moveismadressilva.com.br;";;Perilo Neves;6000001 à 12000000;Nao;Nao;149;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- bancadas, bases, divisória, mesas - cadeiras
08512810000139;MANUEL CARLOS SOBRINHO SERRARIA;;R. João do Carmo, 13;;Centro;62215000;IPAPORANGA;88 36720169;;;;Manuel Carlos Sobrinho;0 à 150000;Nao;Nao;1;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- serrarias sem desdobramento de madeira
1,31148E+13;MARCAL INDUSTRIA E COMERCIO DE CURTIÇA LTDA;MARCAL;Av. Coronel Carvalho, 1872;;Jardim Guanabara;60346164;FORTALEZA;85 88083880;;;;Márcio Correia;0 à 150000;Nao;Nao;2;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- artesanato
3,99626E+12;MARIA BRAZ DA SILVA MÓVEIS - ME;FLÁVIA MÓVEIS DECORAÇÃO;R. Minas Gerais, 1618;;Demócrito Rocha;60441030;FORTALEZA;85 32250508;;"flaviamoveis@bol.com.br;";;Maria Braz da Silva;0 à 150000;Nao;Nao;2;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- móveis de madeira
7,81411E+12;MENESES & MENESES;MENESES & MENESES;R. Floriano Peixoto, 514;;Centro;62010010;SOBRAL;88 36111759;;;;Adriano César de Meneses;0 à 150000;Nao;Nao;10;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- artesanato de palha
7,92473E+12;MONIQUE FERNANDES REIS - ME;MH REIS MOLDURAS;Av. Domingos Olímpio, 123;;José Bonifácio;60040080;FORTALEZA;85 32526445;;"mhmolduras@hotmail.com;";;Monique Fernandes Reis;1500001 à 3000000;Nao;Nao;28;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- molduras em madeiras
3,11759E+12;NADIA MONTEIRO MATOS - ME;;R. Ciro Bilhar, 688;;Centro;62880000;HORIZONTE;85 33361933;;"naglamatos@live.com.br;";;Nadia Monteiro Matos Nogueira;0 à 150000;Nao;Nao;7;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- outras obras de marcenaria ou carpintaria, para construções
11663341000163;NELINHO ALMEIDA FONTES - ME;CARPINTARIA SÃO PAULO;R. Delmiro Gouveia, 2686;;Centro;63050216;JUAZEIRO DO NORTE;88 35711269;;;;Nelinho Almeida Fontes;0 à 150000;Nao;Nao;1;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- terragens p/encadern.de fls.moveis,etc.de metais comuns
04485802000190;NOVA CONQUISTA COMÉRCIO DE MADEIRA LTDA;MADEIREIRA NOVA CONQUISTA;R. Taquatiara, 530;;Barroso;60863315;FORTALEZA;85 88761898;85 32326592;"michel@madnc.com.br;";;Michel Ferreira;0 à 150000;Nao;Nao;20;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- mesas de madeira - móveis de madeira - portas, caixilhos, alizares e soleiras de madeira
11771151000160;PEDRO GONDIM MAIA - ME;EDSON MARIA;R. Pio Afonso Chaves, 363;;Centro;62960000;TABULEIRO DO NORTE;88 34242535;;;;Pedro Gondim Maia;0 à 150000;Nao;Nao;4;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- esquadrias de madeira
3,17622E+12;PORTFOR INDÚSTRIA E COMÉRCIO DE PORTAS FORTALEZA LTDA;PORTFOR;Av. Radialista João Ramos, 1581;;Parque Novo Mondubim;61910000;MARACANAU;85 32994062;85 32994056;"eliasnett@hotmail.com;";;Josefa Josélia Almeida;1500001 à 3000000;Nao;Nao;25;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- janelas - portas
8,66864E+13;PRISMA INDÚSTRIA E COMÉRCIO DE MÓVEIS LTDA;MÓVEIS PRISMA;R. Manuel Rodrigues, 275;;Castelao;60861015;FORTALEZA;85 32952194;;"cezarfiuzaprojetos@hotmail.com;";;Marcy Chrispim Fiuza;0 à 150000;Sim;Nao;20;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- Armações de madeira,para concreto
11758430000193;R LEDA S VASCONCELOS - ME;MADEREIRA PRINCESA DO NORTE;R. Tabelião Idelfonso Cavalcante, 673;;Centro;62023120;SOBRAL;88 36114473;;"madeireiraprincesadonorte@hotmail.com;";;Rosa Leda da Silva Vasconcelos;0 à 150000;Nao;Nao;7;FABRICAÇÃO DE PRODUTOS DE MADEIRA;- derivados de madeira - móveis - portas
